execution_timestamp	kpi	value
20250406_095351	Viestin aikaväliennuste väärin	0.146
20250406_095351	Yksilöennusteen keskivirhe	15.175
20250406_095351	Yksilön aikaväliennuste väärin	0.075
20250406_095351	Yksilön aikavälin keskikoko	73.096
20250406_100129	Viestin aikaväliennuste väärin	0.16
20250406_100129	Yksilöennusteen keskivirhe	15.091
20250406_100129	Yksilön aikaväliennuste väärin	0.084
20250406_100129	Yksilön aikavälin keskikoko	71.673
20250406_100851	Viestin aikaväliennuste väärin	0.125
20250406_100851	Yksilöennusteen keskivirhe	14.961
20250406_100851	Yksilön aikaväliennuste väärin	0.065
20250406_100851	Yksilön aikavälin keskikoko	76.254
20250406_102558	Viestin aikaväliennuste väärin	0.124
20250406_102558	Yksilöennusteen keskivirhe	15.015
20250406_102558	Yksilön aikaväliennuste väärin	0.065
20250406_102558	Yksilön aikavälin keskikoko	76.653
20250406_104739	Viestin aikaväliennuste väärin	0.13
20250406_104739	Yksilöennusteen keskivirhe	15.337
20250406_104739	Yksilön aikaväliennuste väärin	0.068
20250406_104739	Yksilön aikavälin keskikoko	77.304
20250406_141707	Viestin aikaväliennuste väärin	0.131
20250406_141707	Yksilöennusteen keskivirhe	15.35
20250406_141707	Yksilön aikaväliennuste väärin	0.069
20250406_141707	Yksilön aikavälin keskikoko	76.922
20250406_142509	Viestin aikaväliennuste väärin	0.125
20250406_142509	Yksilöennusteen keskivirhe	15.019
20250406_142509	Yksilön aikaväliennuste väärin	0.066
20250406_142509	Yksilön aikavälin keskikoko	76.206
20250406_143658	Viestin aikaväliennuste väärin	0.125
20250406_143658	Yksilöennusteen keskivirhe	15.019
20250406_143658	Yksilön aikaväliennuste väärin	0.066
20250406_143658	Yksilön aikavälin keskikoko	76.206
20250406_154354	Viestin aikaväliennuste väärin	0.125
20250406_154354	Yksilöennusteen keskivirhe	15.019
20250406_154354	Yksilön aikaväliennuste väärin	0.066
20250406_154354	Yksilön aikavälin keskikoko	76.206
20250407_050308	Viestin aikaväliennuste väärin	0.125
20250407_050308	Yksilöennusteen keskivirhe	15.019
20250407_050308	Yksilön aikaväliennuste väärin	0.066
20250407_050308	Yksilön aikavälin keskikoko	76.206
20250407_051853	Viestin aikaväliennuste väärin	0.128
20250407_051853	Yksilöennusteen keskivirhe	15.013
20250407_051853	Yksilön aikaväliennuste väärin	0.067
20250407_051853	Yksilön aikavälin keskikoko	75.545
20250407_053413	Viestin aikaväliennuste väärin	0.121
20250407_053413	Yksilöennusteen keskivirhe	14.691
20250407_053413	Yksilön aikaväliennuste väärin	0.063
20250407_053413	Yksilön aikavälin keskikoko	77.882
20250407_174559	Viestin aikaväliennuste väärin	0.12
20250407_174559	Yksilöennusteen keskivirhe	14.821
20250407_174559	Yksilön aikaväliennuste väärin	0.063
20250407_174559	Yksilön aikavälin keskikoko	77.952
20250407_183349	Viestin aikaväliennuste väärin	0.123
20250407_183349	Yksilöennusteen keskivirhe	14.993
20250407_183349	Yksilön aikaväliennuste väärin	0.065
20250407_183349	Yksilön aikavälin keskikoko	78.651
20250407_190641	Viestin aikaväliennuste väärin	0.12
20250407_190641	Yksilöennusteen keskivirhe	14.821
20250407_190641	Yksilön aikaväliennuste väärin	0.063
20250407_190641	Yksilön aikavälin keskikoko	77.998
20250407_193742	Viestin aikaväliennuste väärin	0.121
20250407_193742	Yksilöennusteen keskivirhe	14.693
20250407_193742	Yksilön aikaväliennuste väärin	0.063
20250407_193742	Yksilön aikavälin keskikoko	77.895
20250407_194819	Viestin aikaväliennuste väärin	0.122
20250407_194819	Yksilöennusteen keskivirhe	14.731
20250407_194819	Yksilön aikaväliennuste väärin	0.064
20250407_194819	Yksilön aikavälin keskikoko	78.122
20250407_195830	Viestin aikaväliennuste väärin	0.122
20250407_195830	Yksilöennusteen keskivirhe	14.731
20250407_195830	Yksilön aikaväliennuste väärin	0.064
20250407_195830	Yksilön aikavälin keskikoko	78.122
20250408_044233	Viestin aikaväliennuste väärin	0.09
20250408_044233	Yksilöennusteen keskivirhe	15.406
20250408_044233	Yksilön aikaväliennuste väärin	0.025
20250408_044233	Yksilön aikavälin keskikoko	93.002
20250408_050332	Viestin aikaväliennuste väärin	0.09
20250408_050332	Yksilöennusteen keskivirhe	15.406
20250408_050332	Yksilön aikaväliennuste väärin	0.025
20250408_050332	Yksilön aikavälin keskikoko	93.002
20250408_051909	Viestin aikaväliennuste väärin	0.12
20250408_051909	Yksilöennusteen keskivirhe	16.529
20250408_051909	Yksilön aikaväliennuste väärin	0.039
20250408_051909	Yksilön aikavälin keskikoko	81.017
20250408_054713	Viestin aikaväliennuste väärin	0.077
20250408_054713	Yksilöennusteen keskivirhe	14.903
20250408_054713	Yksilön aikaväliennuste väärin	0.022
20250408_054713	Yksilön aikavälin keskikoko	91.389
20250408_063937	Viestin aikaväliennuste väärin	0.077
20250408_063937	Yksilöennusteen keskivirhe	14.903
20250408_063937	Yksilön aikaväliennuste väärin	0.022
20250408_063937	Yksilön aikavälin keskikoko	91.389
20250410_144600	Viestin aikaväliennuste väärin	0.077
20250410_144600	Yksilöennusteen keskivirhe	14.903
20250410_144600	Yksilön aikaväliennuste väärin	0.022
20250410_144600	Yksilön aikavälin keskikoko	91.389
20250411_144620	Viestin aikaväliennuste väärin	0.127
20250411_144620	Yksilöennusteen keskivirhe	16.549
20250411_144620	Yksilön aikaväliennuste väärin	0.045
20250411_144620	Yksilön aikavälin keskikoko	80.224
20250411_150106	Viestin aikaväliennuste väärin	0.092
20250411_150106	Yksilöennusteen keskivirhe	15.358
20250411_150106	Yksilön aikaväliennuste väärin	0.032
20250411_150106	Yksilön aikavälin keskikoko	83.179
20250411_151208	Viestin aikaväliennuste väärin	0.089
20250411_151208	Yksilöennusteen keskivirhe	15.442
20250411_151208	Yksilön aikaväliennuste väärin	0.031
20250411_151208	Yksilön aikavälin keskikoko	84.472
20250411_152202	Viestin aikaväliennuste väärin	0.072
20250411_152202	Yksilöennusteen keskivirhe	14.869
20250411_152202	Yksilön aikaväliennuste väärin	0.02
20250411_152202	Yksilön aikavälin keskikoko	91.955
20250411_162537	Viestin aikaväliennuste väärin	0.083
20250411_162537	Yksilöennusteen keskivirhe	14.73
20250411_162537	Yksilön aikaväliennuste väärin	0.025
20250411_162537	Yksilön aikavälin keskikoko	88.039
20250411_164317	Viestin aikaväliennuste väärin	0.08
20250411_164317	Yksilöennusteen keskivirhe	14.74
20250411_164317	Yksilön aikaväliennuste väärin	0.024
20250411_164317	Yksilön aikavälin keskikoko	88.49
20250411_165744	Viestin aikaväliennuste väärin	0.072
20250411_165744	Yksilöennusteen keskivirhe	14.903
20250411_165744	Yksilön aikaväliennuste väärin	0.02
20250411_165744	Yksilön aikavälin keskikoko	92.2
20250411_180819	Viestin aikaväliennuste väärin	0.073
20250411_180819	Yksilöennusteen keskivirhe	14.886
20250411_180819	Yksilön aikaväliennuste väärin	0.021
20250411_180819	Yksilön aikavälin keskikoko	91.829
20250411_182116	Viestin aikaväliennuste väärin	0.073
20250411_182116	Yksilöennusteen keskivirhe	14.89
20250411_182116	Yksilön aikaväliennuste väärin	0.02
20250411_182116	Yksilön aikavälin keskikoko	91.937
20250411_183531	Viestin aikaväliennuste väärin	0.09
20250411_183531	Yksilöennusteen keskivirhe	15.316
20250411_183531	Yksilön aikaväliennuste väärin	0.032
20250411_183531	Yksilön aikavälin keskikoko	83.267
20250411_200325	Viestin aikaväliennuste väärin	0.083
20250411_200325	Yksilöennusteen keskivirhe	15.183
20250411_200325	Yksilön aikaväliennuste väärin	0.03
20250411_200325	Yksilön aikavälin keskikoko	84.571
20250411_201320	Viestin aikaväliennuste väärin	0.074
20250411_201320	Yksilöennusteen keskivirhe	15.079
20250411_201320	Yksilön aikaväliennuste väärin	0.025
20250411_201320	Yksilön aikavälin keskikoko	87.406
20250411_202614	Viestin aikaväliennuste väärin	0.071
20250411_202614	Yksilöennusteen keskivirhe	15.085
20250411_202614	Yksilön aikaväliennuste väärin	0.023
20250411_202614	Yksilön aikavälin keskikoko	89.097
20250411_203657	Viestin aikaväliennuste väärin	0.072
20250411_203657	Yksilöennusteen keskivirhe	15.067
20250411_203657	Yksilön aikaväliennuste väärin	0.024
20250411_203657	Yksilön aikavälin keskikoko	88.193
20250411_204814	Viestin aikaväliennuste väärin	0.068
20250411_204814	Yksilöennusteen keskivirhe	15.126
20250411_204814	Yksilön aikaväliennuste väärin	0.022
20250411_204814	Yksilön aikavälin keskikoko	90.718
20250412_045558	Viestin aikaväliennuste väärin	0.073
20250412_045558	Yksilöennusteen keskivirhe	14.893
20250412_045558	Yksilön aikaväliennuste väärin	0.021
20250412_045558	Yksilön aikavälin keskikoko	91.942
20250412_054711	Viestin aikaväliennuste väärin	0.073
20250412_054711	Yksilöennusteen keskivirhe	14.89
20250412_054711	Yksilön aikaväliennuste väärin	0.021
20250412_054711	Yksilön aikavälin keskikoko	91.596
20250412_073027	Viestin aikaväliennuste väärin	0.078
20250412_073027	Yksilöennusteen keskivirhe	14.721
20250412_073027	Yksilön aikaväliennuste väärin	0.023
20250412_073027	Yksilön aikavälin keskikoko	88.906
20250412_075744	Viestin aikaväliennuste väärin	0.083
20250412_075744	Yksilöennusteen keskivirhe	14.639
20250412_075744	Yksilön aikaväliennuste väärin	0.025
20250412_075744	Yksilön aikavälin keskikoko	87.038
20250412_081512	Viestin aikaväliennuste väärin	0.086
20250412_081512	Yksilöennusteen keskivirhe	14.562
20250412_081512	Yksilön aikaväliennuste väärin	0.026
20250412_081512	Yksilön aikavälin keskikoko	85.875
20250413_063309	Viestin aikaväliennuste väärin	0.079
20250413_063309	Yksilöennusteen keskivirhe	15.143
20250413_063309	Yksilön aikaväliennuste väärin	0.023
20250413_063309	Yksilön aikavälin keskikoko	91.354
20250413_064810	Viestin aikaväliennuste väärin	0.087
20250413_064810	Yksilöennusteen keskivirhe	14.774
20250413_064810	Yksilön aikaväliennuste väärin	0.029
20250413_064810	Yksilön aikavälin keskikoko	87.108
20250413_071529	Viestin aikaväliennuste väärin	0.105
20250413_071529	Yksilöennusteen keskivirhe	14.642
20250413_071529	Yksilön aikaväliennuste väärin	0.044
20250413_071529	Yksilön aikavälin keskikoko	76.81
20250413_073931	Viestin aikaväliennuste väärin	0.124
20250413_073931	Yksilöennusteen keskivirhe	14.963
20250413_073931	Yksilön aikaväliennuste väärin	0.053
20250413_073931	Yksilön aikavälin keskikoko	74.691
20250413_075800	Viestin aikaväliennuste väärin	0.113
20250413_075800	Yksilöennusteen keskivirhe	14.753
20250413_075800	Yksilön aikaväliennuste väärin	0.048
20250413_075800	Yksilön aikavälin keskikoko	75.823
20250413_081340	Viestin aikaväliennuste väärin	0.098
20250413_081340	Yksilöennusteen keskivirhe	14.588
20250413_081340	Yksilön aikaväliennuste väärin	0.041
20250413_081340	Yksilön aikavälin keskikoko	77.7
20250413_083114	Viestin aikaväliennuste väärin	0.095
20250413_083114	Yksilöennusteen keskivirhe	14.599
20250413_083114	Yksilön aikaväliennuste väärin	0.039
20250413_083114	Yksilön aikavälin keskikoko	78.621
20250413_163833	Viestin aikaväliennuste väärin	0.083
20250413_163833	Yksilöennusteen keskivirhe	15.822
20250413_163833	Yksilön aikaväliennuste väärin	0.027
20250413_163833	Yksilön aikavälin keskikoko	92.075
20250413_165211	Viestin aikaväliennuste väärin	0.092
20250413_165211	Yksilöennusteen keskivirhe	15.377
20250413_165211	Yksilön aikaväliennuste väärin	0.035
20250413_165211	Yksilön aikavälin keskikoko	88.026
20250413_172447	Viestin aikaväliennuste väärin	0.109
20250413_172447	Yksilöennusteen keskivirhe	14.565
20250413_172447	Yksilön aikaväliennuste väärin	0.047
20250413_172447	Yksilön aikavälin keskikoko	75.514
20250413_174044	Viestin aikaväliennuste väärin	0.118
20250413_174044	Yksilöennusteen keskivirhe	14.498
20250413_174044	Yksilön aikaväliennuste väärin	0.054
20250413_174044	Yksilön aikavälin keskikoko	73.328
20250413_181223	Viestin aikaväliennuste väärin	0.127
20250413_181223	Yksilöennusteen keskivirhe	14.469
20250413_181223	Yksilön aikaväliennuste väärin	0.062
20250413_181223	Yksilön aikavälin keskikoko	71.296
20250413_183726	Viestin aikaväliennuste väärin	0.109
20250413_183726	Yksilöennusteen keskivirhe	14.565
20250413_183726	Yksilön aikaväliennuste väärin	0.047
20250413_183726	Yksilön aikavälin keskikoko	75.514
20250413_190835	Viestin aikaväliennuste väärin	0.09
20250413_190835	Yksilöennusteen keskivirhe	14.743
20250413_190835	Yksilön aikaväliennuste väärin	0.031
20250413_190835	Yksilön aikavälin keskikoko	86.181
20250414_151836	Viestin aikaväliennuste väärin	0.08
20250414_151836	Yksilöennusteen keskivirhe	15.037
20250414_151836	Yksilön aikaväliennuste väärin	0.024
20250414_151836	Yksilön aikavälin keskikoko	91.127
20250515_190707	Viestin aikaväliennuste väärin	0.08
20250515_190707	Yksilöennusteen keskivirhe	15.037
20250515_190707	Yksilön aikaväliennuste väärin	0.024
20250515_190707	Yksilön aikavälin keskikoko	91.127
20250515_195157	Viestin aikaväliennuste väärin	0.09
20250515_195157	Yksilöennusteen keskivirhe	14.806
20250515_195157	Yksilön aikaväliennuste väärin	0.035
20250515_195157	Yksilön aikavälin keskikoko	81.91
20250515_200637	Viestin aikaväliennuste väärin	0.107
20250515_200637	Yksilöennusteen keskivirhe	14.874
20250515_200637	Yksilön aikaväliennuste väärin	0.047
20250515_200637	Yksilön aikavälin keskikoko	79.525
20250515_202531	Viestin aikaväliennuste väärin	0.09
20250515_202531	Yksilöennusteen keskivirhe	14.806
20250515_202531	Yksilön aikaväliennuste väärin	0.035
20250515_202531	Yksilön aikavälin keskikoko	81.91
20250516_042646	Viestin aikaväliennuste väärin	0.08
20250516_042646	Yksilöennusteen keskivirhe	15.031
20250516_042646	Yksilön aikaväliennuste väärin	0.03
20250516_042646	Yksilön aikavälin keskikoko	84.898
20250516_051015	Viestin aikaväliennuste väärin	0.082
20250516_051015	Yksilöennusteen keskivirhe	14.497
20250516_051015	Yksilön aikaväliennuste väärin	0.032
20250516_051015	Yksilön aikavälin keskikoko	79.48
20250517_084736	Viestin aikaväliennuste väärin	0.084
20250517_084736	Yksilöennusteen keskivirhe	14.525
20250517_084736	Yksilön aikaväliennuste väärin	0.032
20250517_084736	Yksilön aikavälin keskikoko	79.248
20250517_091105	Viestin aikaväliennuste väärin	0.072
20250517_091105	Yksilöennusteen keskivirhe	14.719
20250517_091105	Yksilön aikaväliennuste väärin	0.02
20250517_091105	Yksilön aikavälin keskikoko	90.258
20250517_093224	Viestin aikaväliennuste väärin	0.116
20250517_093224	Yksilöennusteen keskivirhe	15.124
20250517_093224	Yksilön aikaväliennuste väärin	0.044
20250517_093224	Yksilön aikavälin keskikoko	76.279
20250517_155008	Viestin aikaväliennuste väärin	0.076
20250517_155008	Yksilöennusteen keskivirhe	14.276
20250517_155008	Yksilön aikaväliennuste väärin	0.03
20250517_155008	Yksilön aikavälin keskikoko	80.119
20250518_174653	Viestin aikaväliennuste väärin	0.076
20250518_174653	Yksilöennusteen keskivirhe	14.276
20250518_174653	Yksilön aikaväliennuste väärin	0.03
20250518_174653	Yksilön aikavälin keskikoko	80.119
20250519_060716	Viestin aikaväliennuste väärin	0.075
20250519_060716	Yksilöennusteen keskivirhe	14.692
20250519_060716	Yksilön aikaväliennuste väärin	0.028
20250519_060716	Yksilön aikavälin keskikoko	82.58
20250519_191805	Viestin aikaväliennuste väärin	0.076
20250519_191805	Yksilöennusteen keskivirhe	14.276
20250519_191805	Yksilön aikaväliennuste väärin	0.03
20250519_191805	Yksilön aikavälin keskikoko	80.119
20250520_175527	Viestin aikaväliennuste väärin	0.081
20250520_175527	Yksilöennusteen keskivirhe	14.21
20250520_175527	Yksilön aikaväliennuste väärin	0.033
20250520_175527	Yksilön aikavälin keskikoko	78.063
20250520_181946	Viestin aikaväliennuste väärin	0.078
20250520_181946	Yksilöennusteen keskivirhe	14.227
20250520_181946	Yksilön aikaväliennuste väärin	0.031
20250520_181946	Yksilön aikavälin keskikoko	78.924
20250520_183514	Viestin aikaväliennuste väärin	0.078
20250520_183514	Yksilöennusteen keskivirhe	14.795
20250520_183514	Yksilön aikaväliennuste väärin	0.029
20250520_183514	Yksilön aikavälin keskikoko	83.983
20250520_190253	Viestin aikaväliennuste väärin	0.078
20250520_190253	Yksilöennusteen keskivirhe	14.202
20250520_190253	Yksilön aikaväliennuste väärin	0.031
20250520_190253	Yksilön aikavälin keskikoko	78.719
20250521_040645	Viestin aikaväliennuste väärin	0.113
20250521_040645	Yksilöennusteen keskivirhe	14.092
20250521_040645	Yksilön aikaväliennuste väärin	0.05
20250521_040645	Yksilön aikavälin keskikoko	70.305
20250521_042744	Viestin aikaväliennuste väärin	0.112
20250521_042744	Yksilöennusteen keskivirhe	14.085
20250521_042744	Yksilön aikaväliennuste väärin	0.049
20250521_042744	Yksilön aikavälin keskikoko	70.439
20250521_045528	Viestin aikaväliennuste väärin	0.119
20250521_045528	Yksilöennusteen keskivirhe	14.349
20250521_045528	Yksilön aikaväliennuste väärin	0.057
20250521_045528	Yksilön aikavälin keskikoko	68.527
20250521_060354	Viestin aikaväliennuste väärin	0.113
20250521_060354	Yksilöennusteen keskivirhe	14.116
20250521_060354	Yksilön aikaväliennuste väärin	0.05
20250521_060354	Yksilön aikavälin keskikoko	70.595
20250521_062403	Viestin aikaväliennuste väärin	0.114
20250521_062403	Yksilöennusteen keskivirhe	14.108
20250521_062403	Yksilön aikaväliennuste väärin	0.05
20250521_062403	Yksilön aikavälin keskikoko	70.606
20250522_032251	Viestin aikaväliennuste väärin	0.122
20250522_032251	Yksilöennusteen keskivirhe	14.039
20250522_032251	Yksilön aikaväliennuste väärin	0.054
20250522_032251	Yksilön aikavälin keskikoko	68.32
20250522_043537	Viestin aikaväliennuste väärin	0.119
20250522_043537	Yksilöennusteen keskivirhe	14.006
20250522_043537	Yksilön aikaväliennuste väärin	0.053
20250522_043537	Yksilön aikavälin keskikoko	68.39
20250522_162230	Viestin aikaväliennuste väärin	0.08
20250522_162230	Yksilöennusteen keskivirhe	16.244
20250522_162230	Yksilön aikaväliennuste väärin	0.022
20250522_162230	Yksilön aikavälin keskikoko	94.069
20250522_191155	Viestin aikaväliennuste väärin	0.088
20250522_191155	Yksilöennusteen keskivirhe	14.68
20250522_191155	Yksilön aikaväliennuste väärin	0.024
20250522_191155	Yksilön aikavälin keskikoko	79.89
20250522_200431	Viestin aikaväliennuste väärin	0.123
20250522_200431	Yksilöennusteen keskivirhe	14.219
20250522_200431	Yksilön aikaväliennuste väärin	0.054
20250522_200431	Yksilön aikavälin keskikoko	68.055
20250522_203818	Viestin aikaväliennuste väärin	0.131
20250522_203818	Yksilöennusteen keskivirhe	14.017
20250522_203818	Yksilön aikaväliennuste väärin	0.063
20250522_203818	Yksilön aikavälin keskikoko	66.564
20250523_041121	Viestin aikaväliennuste väärin	0.13
20250523_041121	Yksilöennusteen keskivirhe	13.954
20250523_041121	Yksilön aikaväliennuste väärin	0.061
20250523_041121	Yksilön aikavälin keskikoko	66.806
20250523_043009	Viestin aikaväliennuste väärin	0.132
20250523_043009	Yksilöennusteen keskivirhe	14.034
20250523_043009	Yksilön aikaväliennuste väärin	0.061
20250523_043009	Yksilön aikavälin keskikoko	66.421
20250523_044939	Viestin aikaväliennuste väärin	0.138
20250523_044939	Yksilöennusteen keskivirhe	14.091
20250523_044939	Yksilön aikaväliennuste väärin	0.067
20250523_044939	Yksilön aikavälin keskikoko	65.873
20250523_051203	Viestin aikaväliennuste väärin	0.134
20250523_051203	Yksilöennusteen keskivirhe	14.138
20250523_051203	Yksilön aikaväliennuste väärin	0.067
20250523_051203	Yksilön aikavälin keskikoko	65.968
20250523_054427	Viestin aikaväliennuste väärin	0.113
20250523_054427	Yksilöennusteen keskivirhe	14.147
20250523_054427	Yksilön aikaväliennuste väärin	0.053
20250523_054427	Yksilön aikavälin keskikoko	69.486
20250523_162139	Viestin aikaväliennuste väärin	0.115
20250523_162139	Yksilöennusteen keskivirhe	14.126
20250523_162139	Yksilön aikaväliennuste väärin	0.054
20250523_162139	Yksilön aikavälin keskikoko	69.202
20250523_175157	Viestin aikaväliennuste väärin	0.119
20250523_175157	Yksilöennusteen keskivirhe	14.02
20250523_175157	Yksilön aikaväliennuste väärin	0.053
20250523_175157	Yksilön aikavälin keskikoko	68.256
20250523_182307	Viestin aikaväliennuste väärin	0.119
20250523_182307	Yksilöennusteen keskivirhe	14.02
20250523_182307	Yksilön aikaväliennuste väärin	0.053
20250523_182307	Yksilön aikavälin keskikoko	68.256
20250523_183818	Viestin aikaväliennuste väärin	0.132
20250523_183818	Yksilöennusteen keskivirhe	14.045
20250523_183818	Yksilön aikaväliennuste väärin	0.061
20250523_183818	Yksilön aikavälin keskikoko	66.502
20250523_185428	Viestin aikaväliennuste väärin	0.119
20250523_185428	Yksilöennusteen keskivirhe	14.02
20250523_185428	Yksilön aikaväliennuste väärin	0.054
20250523_185428	Yksilön aikavälin keskikoko	68.089
20250523_192319	Viestin aikaväliennuste väärin	0.118
20250523_192319	Yksilöennusteen keskivirhe	14.092
20250523_192319	Yksilön aikaväliennuste väärin	0.054
20250523_192319	Yksilön aikavälin keskikoko	68.86
20250523_194431	Viestin aikaväliennuste väärin	0.116
20250523_194431	Yksilöennusteen keskivirhe	14.092
20250523_194431	Yksilön aikaväliennuste väärin	0.053
20250523_194431	Yksilön aikavälin keskikoko	69.059
20250524_061349	Viestin aikaväliennuste väärin	0.072
20250524_061349	Yksilöennusteen keskivirhe	14.423
20250524_061349	Yksilön aikaväliennuste väärin	0.027
20250524_061349	Yksilön aikavälin keskikoko	84.3
20250524_062906	Viestin aikaväliennuste väärin	0.072
20250524_062906	Yksilöennusteen keskivirhe	14.49
20250524_062906	Yksilön aikaväliennuste väärin	0.028
20250524_062906	Yksilön aikavälin keskikoko	84.612
20250524_064318	Viestin aikaväliennuste väärin	0.125
20250524_064318	Yksilöennusteen keskivirhe	14.091
20250524_064318	Yksilön aikaväliennuste väärin	0.059
20250524_064318	Yksilön aikavälin keskikoko	67.462
20250524_070741	Viestin aikaväliennuste väärin	0.135
20250524_070741	Yksilöennusteen keskivirhe	14.094
20250524_070741	Yksilön aikaväliennuste väärin	0.066
20250524_070741	Yksilön aikavälin keskikoko	66.095
20250524_071855	Viestin aikaväliennuste väärin	0.134
20250524_071855	Yksilöennusteen keskivirhe	14.11
20250524_071855	Yksilön aikaväliennuste väärin	0.066
20250524_071855	Yksilön aikavälin keskikoko	66.236
20250524_073841	Viestin aikaväliennuste väärin	0.162
20250524_073841	Yksilöennusteen keskivirhe	14.788
20250524_073841	Yksilön aikaväliennuste väärin	0.074
20250524_073841	Yksilön aikavälin keskikoko	66.01
20250524_080317	Viestin aikaväliennuste väärin	0.143
20250524_080317	Yksilöennusteen keskivirhe	14.227
20250524_080317	Yksilön aikaväliennuste väärin	0.071
20250524_080317	Yksilön aikavälin keskikoko	65.62
20250524_081625	Viestin aikaväliennuste väärin	0.171
20250524_081625	Yksilöennusteen keskivirhe	14.858
20250524_081625	Yksilön aikaväliennuste väärin	0.082
20250524_081625	Yksilön aikavälin keskikoko	64.479
20250524_084752	Viestin aikaväliennuste väärin	0.144
20250524_084752	Yksilöennusteen keskivirhe	14.491
20250524_084752	Yksilön aikaväliennuste väärin	0.068
20250524_084752	Yksilön aikavälin keskikoko	66.829
20250524_090341	Viestin aikaväliennuste väärin	0.14
20250524_090341	Yksilöennusteen keskivirhe	14.471
20250524_090341	Yksilön aikaväliennuste väärin	0.066
20250524_090341	Yksilön aikavälin keskikoko	67.111
20250524_092744	Viestin aikaväliennuste väärin	0.144
20250524_092744	Yksilöennusteen keskivirhe	14.47
20250524_092744	Yksilön aikaväliennuste väärin	0.067
20250524_092744	Yksilön aikavälin keskikoko	66.373
20250524_094239	Viestin aikaväliennuste väärin	0.149
20250524_094239	Yksilöennusteen keskivirhe	14.656
20250524_094239	Yksilön aikaväliennuste väärin	0.072
20250524_094239	Yksilön aikavälin keskikoko	66.012
20250524_095826	Viestin aikaväliennuste väärin	0.142
20250524_095826	Yksilöennusteen keskivirhe	14.372
20250524_095826	Yksilön aikaväliennuste väärin	0.066
20250524_095826	Yksilön aikavälin keskikoko	66.346
20250524_101638	Viestin aikaväliennuste väärin	0.137
20250524_101638	Yksilöennusteen keskivirhe	14.18
20250524_101638	Yksilön aikaväliennuste väärin	0.065
20250524_101638	Yksilön aikavälin keskikoko	66.295
20250524_103756	Viestin aikaväliennuste väärin	0.143
20250524_103756	Yksilöennusteen keskivirhe	14.367
20250524_103756	Yksilön aikaväliennuste väärin	0.067
20250524_103756	Yksilön aikavälin keskikoko	66.147
20250524_105214	Viestin aikaväliennuste väärin	0.141
20250524_105214	Yksilöennusteen keskivirhe	14.334
20250524_105214	Yksilön aikaväliennuste väärin	0.064
20250524_105214	Yksilön aikavälin keskikoko	66.715
20250524_224543	Viestin aikaväliennuste väärin	0.082
20250524_224543	Yksilöennusteen keskivirhe	14.737
20250524_224543	Yksilön aikaväliennuste väärin	0.031
20250524_224543	Yksilön aikavälin keskikoko	84.682
20250525_043901	Viestin aikaväliennuste väärin	0.082
20250525_043901	Yksilöennusteen keskivirhe	14.714
20250525_043901	Yksilön aikaväliennuste väärin	0.031
20250525_043901	Yksilön aikavälin keskikoko	84.348
20250525_045404	Viestin aikaväliennuste väärin	0.081
20250525_045404	Yksilöennusteen keskivirhe	14.787
20250525_045404	Yksilön aikaväliennuste väärin	0.03
20250525_045404	Yksilön aikavälin keskikoko	85.226
20250525_052000	Viestin aikaväliennuste väärin	0.102
20250525_052000	Yksilöennusteen keskivirhe	14.555
20250525_052000	Yksilön aikaväliennuste väärin	0.041
20250525_052000	Yksilön aikavälin keskikoko	76.907
20250525_054336	Viestin aikaväliennuste väärin	0.158
20250525_054336	Yksilöennusteen keskivirhe	14.433
20250525_054336	Yksilön aikaväliennuste väärin	0.071
20250525_054336	Yksilön aikavälin keskikoko	65.188
20250525_060610	Viestin aikaväliennuste väärin	0.071
20250525_060610	Yksilöennusteen keskivirhe	16.1
20250525_060610	Yksilön aikaväliennuste väärin	0.023
20250525_060610	Yksilön aikavälin keskikoko	96.599
20250525_063327	Viestin aikaväliennuste väärin	0.095
20250525_063327	Yksilöennusteen keskivirhe	14.817
20250525_063327	Yksilön aikaväliennuste väärin	0.04
20250525_063327	Yksilön aikavälin keskikoko	83.114
20250525_064748	Viestin aikaväliennuste väärin	0.096
20250525_064748	Yksilöennusteen keskivirhe	14.712
20250525_064748	Yksilön aikaväliennuste väärin	0.041
20250525_064748	Yksilön aikavälin keskikoko	81.924
20250525_070414	Viestin aikaväliennuste väärin	0.096
20250525_070414	Yksilöennusteen keskivirhe	14.702
20250525_070414	Yksilön aikaväliennuste väärin	0.04
20250525_070414	Yksilön aikavälin keskikoko	82.126
20250525_072400	Viestin aikaväliennuste väärin	0.07
20250525_072400	Yksilöennusteen keskivirhe	14.985
20250525_072400	Yksilön aikaväliennuste väärin	0.024
20250525_072400	Yksilön aikavälin keskikoko	88.916
20250525_144230	Viestin aikaväliennuste väärin	0.068
20250525_144230	Yksilöennusteen keskivirhe	14.91
20250525_144230	Yksilön aikaväliennuste väärin	0.023
20250525_144230	Yksilön aikavälin keskikoko	89.224
20250525_145758	Viestin aikaväliennuste väärin	0.084
20250525_145758	Yksilöennusteen keskivirhe	14.701
20250525_145758	Yksilön aikaväliennuste väärin	0.032
20250525_145758	Yksilön aikavälin keskikoko	84.322
20250525_165930	Viestin aikaväliennuste väärin	0.082
20250525_165930	Yksilöennusteen keskivirhe	15.812
20250525_165930	Yksilön aikaväliennuste väärin	0.018
20250525_165930	Yksilön aikavälin keskikoko	101.706
20250525_171344	Viestin aikaväliennuste väärin	0.07
