execution_timestamp	kpi	value
20250525_171344	Yksilöennusteen keskivirhe	15.402
20250525_171344	Yksilön aikaväliennuste väärin	0.015
20250525_171344	Yksilön aikavälin keskikoko	100.771
20250526_045144	Viestin aikaväliennuste väärin	0.065
20250526_045144	Yksilöennusteen keskivirhe	14.906
20250526_045144	Yksilön aikaväliennuste väärin	0.022
20250526_045144	Yksilön aikavälin keskikoko	89.668
20250526_051026	Viestin aikaväliennuste väärin	0.082
20250526_051026	Yksilöennusteen keskivirhe	16.224
20250526_051026	Yksilön aikaväliennuste väärin	0.016
20250526_051026	Yksilön aikavälin keskikoko	105.173
20250526_052519	Viestin aikaväliennuste väärin	0.081
20250526_052519	Yksilöennusteen keskivirhe	15.65
20250526_052519	Yksilön aikaväliennuste väärin	0.017
20250526_052519	Yksilön aikavälin keskikoko	99.905
20250526_054047	Viestin aikaväliennuste väärin	0.063
20250526_054047	Yksilöennusteen keskivirhe	15.065
20250526_054047	Yksilön aikaväliennuste väärin	0.02
20250526_054047	Yksilön aikavälin keskikoko	91.953
20250526_060811	Viestin aikaväliennuste väärin	0.065
20250526_060811	Yksilöennusteen keskivirhe	14.96
20250526_060811	Yksilön aikaväliennuste väärin	0.022
20250526_060811	Yksilön aikavälin keskikoko	90.276
20250526_062235	Viestin aikaväliennuste väärin	0.06
20250526_062235	Yksilöennusteen keskivirhe	14.877
20250526_062235	Yksilön aikaväliennuste väärin	0.02
20250526_062235	Yksilön aikavälin keskikoko	91.006
20250526_064732	Viestin aikaväliennuste väärin	0.065
20250526_064732	Yksilöennusteen keskivirhe	14.96
20250526_064732	Yksilön aikaväliennuste väärin	0.022
20250526_064732	Yksilön aikavälin keskikoko	90.276
20250526_174536	Viestin aikaväliennuste väärin	0.064
20250526_174536	Yksilöennusteen keskivirhe	14.994
20250526_174536	Yksilön aikaväliennuste väärin	0.021
20250526_174536	Yksilön aikavälin keskikoko	91.17
20250526_181950	Viestin aikaväliennuste väärin	0.065
20250526_181950	Yksilöennusteen keskivirhe	15.026
20250526_181950	Yksilön aikaväliennuste väärin	0.02
20250526_181950	Yksilön aikavälin keskikoko	92.649
20250526_184824	Viestin aikaväliennuste väärin	0.065
20250526_184824	Yksilöennusteen keskivirhe	15.026
20250526_184824	Yksilön aikaväliennuste väärin	0.02
20250526_184824	Yksilön aikavälin keskikoko	92.649
20250526_190406	Viestin aikaväliennuste väärin	0.065
20250526_190406	Yksilöennusteen keskivirhe	14.876
20250526_190406	Yksilön aikaväliennuste väärin	0.021
20250526_190406	Yksilön aikavälin keskikoko	91.251
20250526_192823	Viestin aikaväliennuste väärin	0.135
20250526_192823	Yksilöennusteen keskivirhe	14.424
20250526_192823	Yksilön aikaväliennuste väärin	0.056
20250526_192823	Yksilön aikavälin keskikoko	70.738
20250526_200140	Viestin aikaväliennuste väärin	0.143
20250526_200140	Yksilöennusteen keskivirhe	14.187
20250526_200140	Yksilön aikaväliennuste väärin	0.06
20250526_200140	Yksilön aikavälin keskikoko	67.492
20250527_040522	Viestin aikaväliennuste väärin	0.154
20250527_040522	Yksilöennusteen keskivirhe	14.178
20250527_040522	Yksilön aikaväliennuste väärin	0.066
20250527_040522	Yksilön aikavälin keskikoko	65.828
20250527_042226	Viestin aikaväliennuste väärin	0.137
20250527_042226	Yksilöennusteen keskivirhe	14.323
20250527_042226	Yksilön aikaväliennuste väärin	0.057
20250527_042226	Yksilön aikavälin keskikoko	69.747
20250527_050550	Viestin aikaväliennuste väärin	0.145
20250527_050550	Yksilöennusteen keskivirhe	14.218
20250527_050550	Yksilön aikaväliennuste väärin	0.061
20250527_050550	Yksilön aikavälin keskikoko	67.507
20250527_052112	Viestin aikaväliennuste väärin	0.159
20250527_052112	Yksilöennusteen keskivirhe	14.172
20250527_052112	Yksilön aikaväliennuste väärin	0.07
20250527_052112	Yksilön aikavälin keskikoko	64.971
20250527_054048	Viestin aikaväliennuste väärin	0.161
20250527_054048	Yksilöennusteen keskivirhe	14.172
20250527_054048	Yksilön aikaväliennuste väärin	0.072
20250527_054048	Yksilön aikavälin keskikoko	64.491
20250527_162136	Viestin aikaväliennuste väärin	0.15
20250527_162136	Yksilöennusteen keskivirhe	14.079
20250527_162136	Yksilön aikaväliennuste väärin	0.064
20250527_162136	Yksilön aikavälin keskikoko	65.531
20250528_013453	Viestin aikaväliennuste väärin	0.141
20250528_013453	Yksilöennusteen keskivirhe	14.153
20250528_013453	Yksilön aikaväliennuste väärin	0.059
20250528_013453	Yksilön aikavälin keskikoko	67.634
20250528_015618	Viestin aikaväliennuste väärin	0.15
20250528_015618	Yksilöennusteen keskivirhe	14.097
20250528_015618	Yksilön aikaväliennuste väärin	0.064
20250528_015618	Yksilön aikavälin keskikoko	65.673
20250528_022128	Viestin aikaväliennuste väärin	0.155
20250528_022128	Yksilöennusteen keskivirhe	14.087
20250528_022128	Yksilön aikaväliennuste väärin	0.067
20250528_022128	Yksilön aikavälin keskikoko	64.806
20250528_023954	Viestin aikaväliennuste väärin	0.154
20250528_023954	Yksilöennusteen keskivirhe	14.069
20250528_023954	Yksilön aikaväliennuste väärin	0.067
20250528_023954	Yksilön aikavälin keskikoko	64.935
20250528_160525	Viestin aikaväliennuste väärin	0.136
20250528_160525	Yksilöennusteen keskivirhe	14.007
20250528_160525	Yksilön aikaväliennuste väärin	0.058
20250528_160525	Yksilön aikavälin keskikoko	66.856
20250528_181600	Viestin aikaväliennuste väärin	0.131
20250528_181600	Yksilöennusteen keskivirhe	14.007
20250528_181600	Yksilön aikaväliennuste väärin	0.055
20250528_181600	Yksilön aikavälin keskikoko	67.695
20250528_192134	Viestin aikaväliennuste väärin	0.131
20250528_192134	Yksilöennusteen keskivirhe	14.005
20250528_192134	Yksilön aikaväliennuste väärin	0.055
20250528_192134	Yksilön aikavälin keskikoko	67.772
20250529_041719	Viestin aikaväliennuste väärin	0.122
20250529_041719	Yksilöennusteen keskivirhe	14.005
20250529_041719	Yksilön aikaväliennuste väärin	0.051
20250529_041719	Yksilön aikavälin keskikoko	69.314
20250529_044447	Viestin aikaväliennuste väärin	0.121
20250529_044447	Yksilöennusteen keskivirhe	13.997
20250529_044447	Yksilön aikaväliennuste väärin	0.05
20250529_044447	Yksilön aikavälin keskikoko	69.595
20250529_050558	Viestin aikaväliennuste väärin	0.137
20250529_050558	Yksilöennusteen keskivirhe	13.945
20250529_050558	Yksilön aikaväliennuste väärin	0.058
20250529_050558	Yksilön aikavälin keskikoko	66.203
20250529_052953	Viestin aikaväliennuste väärin	0.144
20250529_052953	Yksilöennusteen keskivirhe	13.981
20250529_052953	Yksilön aikaväliennuste väärin	0.057
20250529_052953	Yksilön aikavälin keskikoko	66.473
20250529_055203	Viestin aikaväliennuste väärin	0.14
20250529_055203	Yksilöennusteen keskivirhe	14.113
20250529_055203	Yksilön aikaväliennuste väärin	0.059
20250529_055203	Yksilön aikavälin keskikoko	67.379
20250529_072106	Viestin aikaväliennuste väärin	0.14
20250529_072106	Yksilöennusteen keskivirhe	14.113
20250529_072106	Yksilön aikaväliennuste väärin	0.059
20250529_072106	Yksilön aikavälin keskikoko	67.379
20250529_074346	Viestin aikaväliennuste väärin	0.135
20250529_074346	Yksilöennusteen keskivirhe	14.146
20250529_074346	Yksilön aikaväliennuste väärin	0.059
20250529_074346	Yksilön aikavälin keskikoko	67.016
20250529_082610	Viestin aikaväliennuste väärin	0.121
20250529_082610	Yksilöennusteen keskivirhe	13.997
20250529_082610	Yksilön aikaväliennuste väärin	0.05
20250529_082610	Yksilön aikavälin keskikoko	69.595
20250529_093008	Viestin aikaväliennuste väärin	0.112
20250529_093008	Yksilöennusteen keskivirhe	13.861
20250529_093008	Yksilön aikaväliennuste väärin	0.046
20250529_093008	Yksilön aikavälin keskikoko	70.225
20250529_100434	Viestin aikaväliennuste väärin	0.121
20250529_100434	Yksilöennusteen keskivirhe	13.993
20250529_100434	Yksilön aikaväliennuste väärin	0.046
20250529_100434	Yksilön aikavälin keskikoko	70.326
20250529_103026	Viestin aikaväliennuste väärin	0.066
20250529_103026	Yksilöennusteen keskivirhe	9.986
20250529_103026	Yksilön aikaväliennuste väärin	0.022
20250529_103026	Yksilön aikavälin keskikoko	57.906
20250529_103507	Viestin aikaväliennuste väärin	0.123
20250529_103507	Yksilöennusteen keskivirhe	14.027
20250529_103507	Yksilön aikaväliennuste väärin	0.048
20250529_103507	Yksilön aikavälin keskikoko	69.662
20250529_110044	Viestin aikaväliennuste väärin	0.112
20250529_110044	Yksilöennusteen keskivirhe	14.11
20250529_110044	Yksilön aikaväliennuste väärin	0.042
20250529_110044	Yksilön aikavälin keskikoko	72.456
20250529_114617	Viestin aikaväliennuste väärin	0.105
20250529_114617	Yksilöennusteen keskivirhe	13.976
20250529_114617	Yksilön aikaväliennuste väärin	0.041
20250529_114617	Yksilön aikavälin keskikoko	72.327
20250530_064711	Viestin aikaväliennuste väärin	0.128
20250530_064711	Yksilöennusteen keskivirhe	14.087
20250530_064711	Yksilön aikaväliennuste väärin	0.052
20250530_064711	Yksilön aikavälin keskikoko	69.125
20250530_145022	Viestin aikaväliennuste väärin	0.125
20250530_145022	Yksilöennusteen keskivirhe	14.049
20250530_145022	Yksilön aikaväliennuste väärin	0.051
20250530_145022	Yksilön aikavälin keskikoko	69.267
20250530_171655	Viestin aikaväliennuste väärin	0.129
20250530_171655	Yksilöennusteen keskivirhe	14.041
20250530_171655	Yksilön aikaväliennuste väärin	0.053
20250530_171655	Yksilön aikavälin keskikoko	68.88
20250531_043648	Viestin aikaväliennuste väärin	0.123
20250531_043648	Yksilöennusteen keskivirhe	13.991
20250531_043648	Yksilön aikaväliennuste väärin	0.048
20250531_043648	Yksilön aikavälin keskikoko	69.892
20250531_045808	Viestin aikaväliennuste väärin	0.209
20250531_045808	Yksilöennusteen keskivirhe	15.517
20250531_045808	Yksilön aikaväliennuste väärin	0.085
20250531_045808	Yksilön aikavälin keskikoko	63.888
20250531_052244	Viestin aikaväliennuste väärin	0.131
20250531_052244	Yksilöennusteen keskivirhe	13.882
20250531_052244	Yksilön aikaväliennuste väärin	0.056
20250531_052244	Yksilön aikavälin keskikoko	66.519
20250531_060422	Viestin aikaväliennuste väärin	0.158
20250531_060422	Yksilöennusteen keskivirhe	14.348
20250531_060422	Yksilön aikaväliennuste väärin	0.063
20250531_060422	Yksilön aikavälin keskikoko	65.092
20250531_062326	Viestin aikaväliennuste väärin	0.13
20250531_062326	Yksilöennusteen keskivirhe	13.873
20250531_062326	Yksilön aikaväliennuste väärin	0.055
20250531_062326	Yksilön aikavälin keskikoko	66.791
20250531_064250	Viestin aikaväliennuste väärin	0.149
20250531_064250	Yksilöennusteen keskivirhe	14.203
20250531_064250	Yksilön aikaväliennuste väärin	0.06
20250531_064250	Yksilön aikavälin keskikoko	66.003
20250531_070511	Viestin aikaväliennuste väärin	0.136
20250531_070511	Yksilöennusteen keskivirhe	13.946
20250531_070511	Yksilön aikaväliennuste väärin	0.058
20250531_070511	Yksilön aikavälin keskikoko	66.304
20250531_093345	Viestin aikaväliennuste väärin	0.121
20250531_093345	Yksilöennusteen keskivirhe	13.891
20250531_093345	Yksilön aikaväliennuste väärin	0.05
20250531_093345	Yksilön aikavälin keskikoko	67.652
20250531_154645	Viestin aikaväliennuste väärin	0.117
20250531_154645	Yksilöennusteen keskivirhe	13.937
20250531_154645	Yksilön aikaväliennuste väärin	0.049
20250531_154645	Yksilön aikavälin keskikoko	68.517
20250601_051348	Viestin aikaväliennuste väärin	0.129
20250601_051348	Yksilöennusteen keskivirhe	14.05
20250601_051348	Yksilön aikaväliennuste väärin	0.054
20250601_051348	Yksilön aikavälin keskikoko	66.569
20250601_055845	Viestin aikaväliennuste väärin	0.114
20250601_055845	Yksilöennusteen keskivirhe	13.988
20250601_055845	Yksilön aikaväliennuste väärin	0.047
20250601_055845	Yksilön aikavälin keskikoko	69.48
20250601_075254	Viestin aikaväliennuste väärin	0.12
20250601_075254	Yksilöennusteen keskivirhe	14.192
20250601_075254	Yksilön aikaväliennuste väärin	0.05
20250601_075254	Yksilön aikavälin keskikoko	68.578
20250601_083322	Viestin aikaväliennuste väärin	0.119
20250601_083322	Yksilöennusteen keskivirhe	14.143
20250601_083322	Yksilön aikaväliennuste väärin	0.049
20250601_083322	Yksilön aikavälin keskikoko	68.592
20250601_085612	Viestin aikaväliennuste väärin	0.12
20250601_085612	Yksilöennusteen keskivirhe	14.179
20250601_085612	Yksilön aikaväliennuste väärin	0.049
20250601_085612	Yksilön aikavälin keskikoko	68.653
20250601_091409	Viestin aikaväliennuste väärin	0.117
20250601_091409	Yksilöennusteen keskivirhe	14.084
20250601_091409	Yksilön aikaväliennuste väärin	0.048
20250601_091409	Yksilön aikavälin keskikoko	68.624
20250601_163716	Viestin aikaväliennuste väärin	0.146
20250601_163716	Yksilöennusteen keskivirhe	15.316
20250601_163716	Yksilön aikaväliennuste väärin	0.061
20250601_163716	Yksilön aikavälin keskikoko	69.226
20250601_165220	Viestin aikaväliennuste väärin	0.115
20250601_165220	Yksilöennusteen keskivirhe	14.574
20250601_165220	Yksilön aikaväliennuste väärin	0.046
20250601_165220	Yksilön aikavälin keskikoko	72.772
20250602_040118	Viestin aikaväliennuste väärin	0.115
20250602_040118	Yksilöennusteen keskivirhe	14.595
20250602_040118	Yksilön aikaväliennuste väärin	0.046
20250602_040118	Yksilön aikavälin keskikoko	72.834
20250602_052538	Viestin aikaväliennuste väärin	0.124
20250602_052538	Yksilöennusteen keskivirhe	13.97
20250602_052538	Yksilön aikaväliennuste väärin	0.052
20250602_052538	Yksilön aikavälin keskikoko	66.361
20250602_055309	Viestin aikaväliennuste väärin	0.112
20250602_055309	Yksilöennusteen keskivirhe	13.867
20250602_055309	Yksilön aikaväliennuste väärin	0.047
20250602_055309	Yksilön aikavälin keskikoko	68.12
20250602_175713	Viestin aikaväliennuste väärin	0.109
20250602_175713	Yksilöennusteen keskivirhe	14.096
20250602_175713	Yksilön aikaväliennuste väärin	0.045
20250602_175713	Yksilön aikavälin keskikoko	69.365
20250602_182635	Viestin aikaväliennuste väärin	0.131
20250602_182635	Yksilöennusteen keskivirhe	13.904
20250602_182635	Yksilön aikaväliennuste väärin	0.058
20250602_182635	Yksilön aikavälin keskikoko	64.272
20250603_042118	Viestin aikaväliennuste väärin	0.106
20250603_042118	Yksilöennusteen keskivirhe	14.666
20250603_042118	Yksilön aikaväliennuste väärin	0.041
20250603_042118	Yksilön aikavälin keskikoko	74.819
20250603_044054	Viestin aikaväliennuste väärin	0.153
20250603_044054	Yksilöennusteen keskivirhe	14.005
20250603_044054	Yksilön aikaväliennuste väärin	0.071
20250603_044054	Yksilön aikavälin keskikoko	62.038
20250603_182225	Viestin aikaväliennuste väärin	0.155
20250603_182225	Yksilöennusteen keskivirhe	14.038
20250603_182225	Yksilön aikaväliennuste väärin	0.071
20250603_182225	Yksilön aikavälin keskikoko	62.58
20250603_191843	Viestin aikaväliennuste väärin	0.114
20250603_191843	Yksilöennusteen keskivirhe	14.094
20250603_191843	Yksilön aikaväliennuste väärin	0.048
20250603_191843	Yksilön aikavälin keskikoko	67.824
20250603_194950	Viestin aikaväliennuste väärin	0.121
20250603_194950	Yksilöennusteen keskivirhe	14.203
20250603_194950	Yksilön aikaväliennuste väärin	0.05
20250603_194950	Yksilön aikavälin keskikoko	67.392
20250603_201147	Viestin aikaväliennuste väärin	0.13
20250603_201147	Yksilöennusteen keskivirhe	14.116
20250603_201147	Yksilön aikaväliennuste väärin	0.061
20250603_201147	Yksilön aikavälin keskikoko	66.76
20250604_051217	Viestin aikaväliennuste väärin	0.134
20250604_051217	Yksilöennusteen keskivirhe	14.016
20250604_051217	Yksilön aikaväliennuste väärin	0.068
20250604_051217	Yksilön aikavälin keskikoko	65.701
20250604_060959	Viestin aikaväliennuste väärin	0.135
20250604_060959	Yksilöennusteen keskivirhe	14.042
20250604_060959	Yksilön aikaväliennuste väärin	0.069
20250604_060959	Yksilön aikavälin keskikoko	65.9
20250604_070128	Viestin aikaväliennuste väärin	0.155
20250604_070128	Yksilöennusteen keskivirhe	13.91
20250604_070128	Yksilön aikaväliennuste väärin	0.085
20250604_070128	Yksilön aikavälin keskikoko	61.573
20250604_080111	Viestin aikaväliennuste väärin	0.176
20250604_080111	Yksilöennusteen keskivirhe	13.86
20250604_080111	Yksilön aikaväliennuste väärin	0.101
20250604_080111	Yksilön aikavälin keskikoko	58.22
20250604_183617	Viestin aikaväliennuste väärin	0.173
20250604_183617	Yksilöennusteen keskivirhe	13.815
20250604_183617	Yksilön aikaväliennuste väärin	0.099
20250604_183617	Yksilön aikavälin keskikoko	58.513
20250604_192918	Viestin aikaväliennuste väärin	0.175
20250604_192918	Yksilöennusteen keskivirhe	13.871
20250604_192918	Yksilön aikaväliennuste väärin	0.101
20250604_192918	Yksilön aikavälin keskikoko	58.781
20250605_045037	Viestin aikaväliennuste väärin	0.158
20250605_045037	Yksilöennusteen keskivirhe	13.852
20250605_045037	Yksilön aikaväliennuste väärin	0.086
20250605_045037	Yksilön aikavälin keskikoko	60.753
20250605_052708	Viestin aikaväliennuste väärin	0.19
20250605_052708	Yksilöennusteen keskivirhe	14.506
20250605_052708	Yksilön aikaväliennuste väärin	0.09
20250605_052708	Yksilön aikavälin keskikoko	64.735
20250605_143212	Viestin aikaväliennuste väärin	0.193
20250605_143212	Yksilöennusteen keskivirhe	14.084
20250605_143212	Yksilön aikaväliennuste väärin	0.091
20250605_143212	Yksilön aikavälin keskikoko	62.013
20250605_150834	Viestin aikaväliennuste väärin	0.176
20250605_150834	Yksilöennusteen keskivirhe	13.919
20250605_150834	Yksilön aikaväliennuste väärin	0.087
20250605_150834	Yksilön aikavälin keskikoko	61.952
20250605_153254	Viestin aikaväliennuste väärin	0.184
20250605_153254	Yksilöennusteen keskivirhe	13.971
20250605_153254	Yksilön aikaväliennuste väärin	0.089
20250605_153254	Yksilön aikavälin keskikoko	62.377
20250605_161106	Viestin aikaväliennuste väärin	0.179
20250605_161106	Yksilöennusteen keskivirhe	14.151
20250605_161106	Yksilön aikaväliennuste väärin	0.095
20250605_161106	Yksilön aikavälin keskikoko	61.146
20250605_163614	Viestin aikaväliennuste väärin	0.158
20250605_163614	Yksilöennusteen keskivirhe	13.615
20250605_163614	Yksilön aikaväliennuste väärin	0.082
20250605_163614	Yksilön aikavälin keskikoko	61.371
20250605_174846	Viestin aikaväliennuste väärin	0.166
20250605_174846	Yksilöennusteen keskivirhe	13.633
20250605_174846	Yksilön aikaväliennuste väärin	0.085
20250605_174846	Yksilön aikavälin keskikoko	61.163
20250605_181907	Viestin aikaväliennuste väärin	0.168
20250605_181907	Yksilöennusteen keskivirhe	13.645
20250605_181907	Yksilön aikaväliennuste väärin	0.086
20250605_181907	Yksilön aikavälin keskikoko	61.027
20250605_185029	Viestin aikaväliennuste väärin	0.185
20250605_185029	Yksilöennusteen keskivirhe	13.844
20250605_185029	Yksilön aikaväliennuste väärin	0.09
20250605_185029	Yksilön aikavälin keskikoko	61.527
20250605_193636	Viestin aikaväliennuste väärin	0.182
20250605_193636	Yksilöennusteen keskivirhe	13.736
20250605_193636	Yksilön aikaväliennuste väärin	0.09
20250605_193636	Yksilön aikavälin keskikoko	60.446
20250606_043003	Viestin aikaväliennuste väärin	0.145
20250606_043003	Yksilöennusteen keskivirhe	13.951
20250606_043003	Yksilön aikaväliennuste väärin	0.065
20250606_043003	Yksilön aikavälin keskikoko	67.264
20250606_052112	Viestin aikaväliennuste väärin	0.184
20250606_052112	Yksilöennusteen keskivirhe	13.773
20250606_052112	Yksilön aikaväliennuste väärin	0.091
20250606_052112	Yksilön aikavälin keskikoko	60.345
20250606_071859	Viestin aikaväliennuste väärin	0.156
20250606_071859	Yksilöennusteen keskivirhe	13.769
20250606_071859	Yksilön aikaväliennuste väärin	0.085
20250606_071859	Yksilön aikavälin keskikoko	61.133
20250607_050645	Viestin aikaväliennuste väärin	0.157
20250607_050645	Yksilöennusteen keskivirhe	13.761
20250607_050645	Yksilön aikaväliennuste väärin	0.086
20250607_050645	Yksilön aikavälin keskikoko	61.002
20250607_054236	Viestin aikaväliennuste väärin	0.13
20250607_054236	Yksilöennusteen keskivirhe	13.893
20250607_054236	Yksilön aikaväliennuste väärin	0.066
20250607_054236	Yksilön aikavälin keskikoko	66.045
20250607_061901	Viestin aikaväliennuste väärin	0.157
20250607_061901	Yksilöennusteen keskivirhe	13.767
20250607_061901	Yksilön aikaväliennuste väärin	0.085
20250607_061901	Yksilön aikavälin keskikoko	61.156
20250607_065451	Viestin aikaväliennuste väärin	0.181
20250607_065451	Yksilöennusteen keskivirhe	13.683
20250607_065451	Yksilön aikaväliennuste väärin	0.103
20250607_065451	Yksilön aikavälin keskikoko	57.282
20250607_074627	Viestin aikaväliennuste väärin	0.199
20250607_074627	Yksilöennusteen keskivirhe	13.648
20250607_074627	Yksilön aikaväliennuste väärin	0.116
20250607_074627	Yksilön aikavälin keskikoko	55.056
20250607_090147	Viestin aikaväliennuste väärin	0.18
20250607_090147	Yksilöennusteen keskivirhe	13.704
20250607_090147	Yksilön aikaväliennuste väärin	0.103
20250607_090147	Yksilön aikavälin keskikoko	57.532
20250607_100659	Viestin aikaväliennuste väärin	0.171
20250607_100659	Yksilöennusteen keskivirhe	13.721
20250607_100659	Yksilön aikaväliennuste väärin	0.096
20250607_100659	Yksilön aikavälin keskikoko	58.96
20250607_104150	Viestin aikaväliennuste väärin	0.182
20250607_104150	Yksilöennusteen keskivirhe	13.684
20250607_104150	Yksilön aikaväliennuste väärin	0.105
20250607_104150	Yksilön aikavälin keskikoko	57.227
20250609_061000	Viestin aikaväliennuste väärin	0.108
20250609_061000	Yksilöennusteen keskivirhe	13.996
20250609_061000	Yksilön aikaväliennuste väärin	0.051
20250609_061000	Yksilön aikavälin keskikoko	71.263
20250609_090031	Viestin aikaväliennuste väärin	0.108
20250609_090031	Yksilöennusteen keskivirhe	13.996
20250609_090031	Yksilön aikaväliennuste väärin	0.051
20250609_090031	Yksilön aikavälin keskikoko	71.263
20250609_092602	Viestin aikaväliennuste väärin	0.172
20250609_092602	Yksilöennusteen keskivirhe	13.638
20250609_092602	Yksilön aikaväliennuste väärin	0.097
20250609_092602	Yksilön aikavälin keskikoko	58.289
20250610_061605	Viestin aikaväliennuste väärin	0.181
20250610_061605	Yksilöennusteen keskivirhe	13.66
20250610_061605	Yksilön aikaväliennuste väärin	0.103
20250610_061605	Yksilön aikavälin keskikoko	57.572
20250610_094046	Viestin aikaväliennuste väärin	0.213
20250610_094046	Yksilöennusteen keskivirhe	14.289
20250610_094046	Yksilön aikaväliennuste väärin	0.117
20250610_094046	Yksilön aikavälin keskikoko	57.629
20250610_101558	Viestin aikaväliennuste väärin	0.207
20250610_101558	Yksilöennusteen keskivirhe	14.125
20250610_101558	Yksilön aikaväliennuste väärin	0.116
20250610_101558	Yksilön aikavälin keskikoko	57.369
20250610_112444	Viestin aikaväliennuste väärin	0.209
20250610_112444	Yksilöennusteen keskivirhe	13.803
20250610_112444	Yksilön aikaväliennuste väärin	0.11
20250610_112444	Yksilön aikavälin keskikoko	57.759
20250610_152757	Viestin aikaväliennuste väärin	0.181
20250610_152757	Yksilöennusteen keskivirhe	13.66
20250610_152757	Yksilön aikaväliennuste väärin	0.103
20250610_152757	Yksilön aikavälin keskikoko	57.572
20250610_174719	Viestin aikaväliennuste väärin	0.179
20250610_174719	Yksilöennusteen keskivirhe	13.606
20250610_174719	Yksilön aikaväliennuste väärin	0.103
20250610_174719	Yksilön aikavälin keskikoko	57.394
20250610_184341	Viestin aikaväliennuste väärin	0.184
20250610_184341	Yksilöennusteen keskivirhe	13.642
20250610_184341	Yksilön aikaväliennuste väärin	0.106
20250610_184341	Yksilön aikavälin keskikoko	57.201
20250610_192259	Viestin aikaväliennuste väärin	0.18
20250610_192259	Yksilöennusteen keskivirhe	13.61
20250610_192259	Yksilön aikaväliennuste väärin	0.104
20250610_192259	Yksilön aikavälin keskikoko	57.344
20250611_065234	Viestin aikaväliennuste väärin	0.195
20250611_065234	Yksilöennusteen keskivirhe	13.624
20250611_065234	Yksilön aikaväliennuste väärin	0.118
20250611_065234	Yksilön aikavälin keskikoko	55.257
20250612_064345	Viestin aikaväliennuste väärin	0.199
20250612_064345	Yksilöennusteen keskivirhe	13.652
20250612_064345	Yksilön aikaväliennuste väärin	0.12
20250612_064345	Yksilön aikavälin keskikoko	55.064
20250612_090810	Viestin aikaväliennuste väärin	0.202
20250612_090810	Yksilöennusteen keskivirhe	13.621
20250612_090810	Yksilön aikaväliennuste väärin	0.125
20250612_090810	Yksilön aikavälin keskikoko	54.379
20250612_164011	Viestin aikaväliennuste väärin	0.208
20250612_164011	Yksilöennusteen keskivirhe	13.776
20250612_164011	Yksilön aikaväliennuste väärin	0.127
20250612_164011	Yksilön aikavälin keskikoko	54.387
20250612_184545	Viestin aikaväliennuste väärin	0.147
20250612_184545	Yksilöennusteen keskivirhe	13.604
20250612_184545	Yksilön aikaväliennuste väärin	0.072
20250612_184545	Yksilön aikavälin keskikoko	60.668
20250613_042801	Viestin aikaväliennuste väärin	0.145
20250613_042801	Yksilöennusteen keskivirhe	13.606
20250613_042801	Yksilön aikaväliennuste väärin	0.07
20250613_042801	Yksilön aikavälin keskikoko	60.912
20250613_093135	Viestin aikaväliennuste väärin	0.147
20250613_093135	Yksilöennusteen keskivirhe	13.645
20250613_093135	Yksilön aikaväliennuste väärin	0.072
20250613_093135	Yksilön aikavälin keskikoko	60.575
20250613_101449	Viestin aikaväliennuste väärin	0.133
20250613_101449	Yksilöennusteen keskivirhe	13.66
20250613_101449	Yksilön aikaväliennuste väärin	0.063
20250613_101449	Yksilön aikavälin keskikoko	62.582
20260316_202330	Viestin aikaväliennuste väärin	0.24
20260316_202330	Yksilöennusteen keskivirhe	17.216
20260316_202330	Yksilön aikaväliennuste väärin	0.111
20260316_202330	Yksilön aikavälin keskikoko	64.004
20260316_205856	Viestin aikaväliennuste väärin	0.231
20260316_205856	Yksilöennusteen keskivirhe	16.897
20260316_205856	Yksilön aikaväliennuste väärin	0.109
20260316_205856	Yksilön aikavälin keskikoko	63.442
20260317_053001	Viestin aikaväliennuste väärin	0.231
20260317_053001	Yksilöennusteen keskivirhe	16.901
20260317_053001	Yksilön aikaväliennuste väärin	0.109
20260317_053001	Yksilön aikavälin keskikoko	63.457
20260317_053359	Viestin aikaväliennuste väärin	0.192
20260317_053359	Yksilöennusteen keskivirhe	15.319
20260317_053359	Yksilön aikaväliennuste väärin	0.088
20260317_053359	Yksilön aikavälin keskikoko	61.518
20260317_061838	Viestin aikaväliennuste väärin	0.192
20260317_061838	Yksilöennusteen keskivirhe	15.319
20260317_061838	Yksilön aikaväliennuste väärin	0.088
20260317_061838	Yksilön aikavälin keskikoko	61.518
20260317_065721	Viestin aikaväliennuste väärin	0.136
20260317_065721	Yksilöennusteen keskivirhe	13.589
20260317_065721	Yksilön aikaväliennuste väärin	0.066
20260317_065721	Yksilön aikavälin keskikoko	60.834
20260317_072514	Viestin aikaväliennuste väärin	0.192
20260317_072514	Yksilöennusteen keskivirhe	15.319
20260317_072514	Yksilön aikaväliennuste väärin	0.088
20260317_072514	Yksilön aikavälin keskikoko	61.518
20260317_140505	Viestin aikaväliennuste väärin	0.192
20260317_140505	Yksilöennusteen keskivirhe	15.319
20260317_140505	Yksilön aikaväliennuste väärin	0.088
20260317_140505	Yksilön aikavälin keskikoko	61.518
20260317_155043	Viestin aikaväliennuste väärin	0.192
20260317_155043	Yksilöennusteen keskivirhe	15.319
20260317_155043	Yksilön aikaväliennuste väärin	0.088
20260317_155043	Yksilön aikavälin keskikoko	61.518
20260317_203422	Viestin aikaväliennuste väärin	0.198
20260317_203422	Yksilöennusteen keskivirhe	15.465
